Job Title,Company Name,Key Skills,Location,Job Description,More Info
Electrical Engineer,LAKSH HUMAN RESOURCE,"electrical engineer  ,  electrical design  ,  electrical  ,  schematic  ,  measurement  ,  design",Bengaluru / Bangalore,"Job Description:
Bangalore Electrical Engineer Experience : 4 to 8 yrs Skills Required : Job Summary : Job Details:  Minimum 5-7 years of experience in electrical Design and wiring harness dev... More Details",https://www.timesjobs.com/job-detail/electrical-engineer-laksh-human-resource-bengaluru-bangalore-5-to-7-yrs-jobid-3mRVL7O7IEdzpSvf__PLUS__uAgZw==&source=srp
Territory Sales Incharge,LAKSH HUMAN RESOURCE,"retail outlets  ,  tsi  ,  sales  ,  market  ,  target achievement  ,  territory sales incharge  ,  outlet  ,  distributor handling","Faridabad,  Mathura","Job Description:
Mathura Road ,  Faridabad ,  Haryana Territory Sales Incharge Experience : 2 to 5 yrs Skills Required : Job Summary : . Distributor Handling  &  responsible for Primary and Se... More Details",https://www.timesjobs.com/job-detail/territory-sales-incharge-laksh-human-resource-faridabad-mathura-2-to-5-yrs-jobid-0xmxj7NSr__SLASH__RzpSvf__PLUS__uAgZw==&source=srp
UI / UX designer,LAKSH HUMAN RESOURCE,"ux  ,  ux designer  ,  wireframes",Mumbai,"Job Description:
Powai ,  Mumbai UI / UX designer Experience : 0 to 4 yrs Skills Required : Job Summary : Job Description We are looking for experienced UI / UX Designers to work on our produc... More Details",https://www.timesjobs.com/job-detail/ui-ux-designer-laksh-human-resource-mumbai-0-to-4-yrs-jobid-QdEl48gPMWdzpSvf__PLUS__uAgZw==&source=srp
HTML5 Developer,LAKSH HUMAN RESOURCE,"css  ,  html5  ,  problem solving  ,  bootstrap  ,  javascript  ,  jquery  ,  jpeg  ,  debugging  ,  html","Delhi,  Delhi/NCR","Job Description:
Rohini ,  Delhi HTML5 Developer Experience : 2 to 2.5 yrs Skills Required : Job Summary : *PSD to HTML5 / CSS3 Responsive conversion. *Ability to slice images from PSD ,  JPEG... More Details",https://www.timesjobs.com/job-detail/html5-developer-laksh-human-resource-delhi-delhi-ncr-5-to-8-yrs-jobid-f5YaxQtyvDxzpSvf__PLUS__uAgZw==&source=srp
UI / UX Developer,LAKSH HUMAN RESOURCE,"css  ,  html5  ,  bootstrap  ,  ajax  ,  javascript  ,  jquery  ,  react.js  ,  backbone.js  ,  web technologies  ,  json  ,  angularjs",Hyderabad/Secunderabad,"Job Description:
Hyderabad UI / UX Developer Experience : 7 to 10 yrs Skills Required : Job Summary : Build highly interactive user interfaces relying heavily on Play / Akka framework ,  React... More Details",https://www.timesjobs.com/job-detail/ui-ux-developer-laksh-human-resource-hyderabad-secunderabad-7-to-10-yrs-jobid-VT9IDcx4a3tzpSvf__PLUS__uAgZw==&source=srp
Laravel Developer,LAKSH HUMAN RESOURCE,"laravel  ,  git  ,  html5  ,  linux  ,  debugging  ,  mysql  ,  javascript  ,  jquery",Mumbai,"Job Description:
Pali Hill ,  Mumbai Laravel Developer Experience : 2 to 5 yrs Skills Required : Job Summary : Duties and responsibilities  Day-to-day git related tasks  Basic linux sysadmin  ... More Details",https://www.timesjobs.com/job-detail/laravel-developer-laksh-human-resource-mumbai-2-to-5-yrs-jobid-nPdwDuXelmZzpSvf__PLUS__uAgZw==&source=srp
Business Development Manager / Business Development Executive / Sales Manager / Sr. Sales Manager / Sales executive,LAKSH HUMAN RESOURCE,"marketing  ,  sales training  ,  sales manager  ,  sales related  ,  business development executive  ,  business development manager  ,  sales executive  ,  sales",Noida/Greater Noida,"Job Description:
Noida Business Development Manager / Business Development Executive / Sales Manager / Sr. Sales Manager / Sales executive Experience : 0 to 5 yrs Skills Required : Job Summary... More Details",https://www.timesjobs.com/job-detail/business-development-manager-business-development-executive-sales-manager-sr-sales-manager-sales-executive-laksh-human-resource-noida-greater-noida-0-to-5-yrs-jobid-EhUuKr8iBStzpSvf__PLUS__uAgZw==&source=srp
Telesales Executive,LAKSH HUMAN RESOURCE,"Telesales  ,  Preparing sales pitches  ,  quality leads",Mumbai,"Job Description:
Andheri East ,  Mumbai Telesales Executive Experience : 1 to 2 yrs Skills Required : Job Summary : Job Description Duties and Responsibilities: 1. Make outbound calls to prosp... More Details",https://www.timesjobs.com/job-detail/telesales-executive-laksh-human-resource-mumbai-1-to-2-yrs-jobid-jGwDB4__SLASH__t5HpzpSvf__PLUS__uAgZw==&source=srp
UI Designer,LAKSH HUMAN RESOURCE,"ui designer  ,  mobile  ,  photoshop  ,  it  ,  visual design  ,  wireframes  ,  illustrator  ,  ux design",Bengaluru / Bangalore,"Job Description:
Bengaluru ,  Karnataka UI Designer Experience : 1 to 8 yrs Skills Required : Job Summary :  You are an advocate for user-centered design principles day in and day out ,  and i... More Details",https://www.timesjobs.com/job-detail/ui-designer-laksh-human-resource-bengaluru-bangalore-1-to-8-yrs-jobid-n3N6NPkoLTFzpSvf__PLUS__uAgZw==&source=srp
Software Developer - Prestashop,LAKSH HUMAN RESOURCE,"com  ,  css  ,  php developer  ,  lamp  ,  prestashop  ,  jquery  ,  php  ,  http  ,  mysql  ,  html  ,  project life cycle  ,  software developer","Delhi,  Delhi/NCR","Job Description:
Delhi Software Developer - Prestashop Experience : 1 to 4 yrs Skills Required : Job Summary : Job Description  Extensive experience in PHP ,  MySQL ,  Knowledge of PHP Framewo... More Details",https://www.timesjobs.com/job-detail/software-developer-prestashop-laksh-human-resource-delhi-delhi-ncr-1-to-4-yrs-jobid-DWWdY9yqZA1zpSvf__PLUS__uAgZw==&source=srp
City Manager,LAKSH HUMAN RESOURCE,"hiring  ,  onboarding  ,  training","Delhi,  Delhi/NCR","Job Description:
Delhi City Manager Experience : 0 to 0 yrs Skills Required : Job Summary : Job Description  Manage City P & L  Create city level supply chain and manage vendor onboarding and ... More Details",https://www.timesjobs.com/job-detail/city-manager-laksh-human-resource-delhi-delhi-ncr-1-to-3-yrs-jobid-Nfi34TgA0qpzpSvf__PLUS__uAgZw==&source=srp
Customer Evangelist,LAKSH HUMAN RESOURCE,"clients  ,  sales process  ,  sales",Gurgaon,"Job Description:
Gurgaon Customer Evangelist Experience : 1 to 3 yrs Skills Required : Job Summary : Profile required: A smart and pro-active executive ,  who can reach out to clients and expl... More Details",https://www.timesjobs.com/job-detail/customer-evangelist-laksh-human-resource-gurgaon-1-to-3-yrs-jobid-lMSyCnUtVRlzpSvf__PLUS__uAgZw==&source=srp
Sr. Software Engineer  (  Dot Net ),LAKSH HUMAN RESOURCE,"c#  ,  rest  ,  entity framework  ,  problem solving  ,  team player  ,  jquery  ,  linq  ,  java  ,  xml  ,  oops  ,  asp.net  ,  ssrs  ,  json  ,  software engineer  ,  mvc  ,  soap",Bengaluru / Bangalore,"Job Description:
Bangalore Sr. Software Engineer  (  Dot Net )  Experience : 4 to 9 yrs Skills Required : Job Summary : Mandatory Skills :  OOPS Concepts ,  ASP.net  ( 3.5 ,  4.0  &  4.5 )  , ... More Details",https://www.timesjobs.com/job-detail/sr-software-engineer-dot-net-laksh-human-resource-bengaluru-bangalore-4-to-9-yrs-jobid-KNaybb7yJr9zpSvf__PLUS__uAgZw==&source=srp
Lead Backend Developer,LAKSH HUMAN RESOURCE,"environment  ,  mobile  ,  mysql  ,  data structures  ,  it  ,  mongodb","Delhi,  Delhi/NCR","Job Description:
New Delhi Lead Backend Developer Experience : 3 to 6 yrs Skills Required : Job Summary : We're looking for:  3-5  years of experience on writing scalable web architecture  Wor... More Details",https://www.timesjobs.com/job-detail/lead-backend-developer-laksh-human-resource-delhi-delhi-ncr-3-to-5-yrs-jobid-xXmkZ1FJJX1zpSvf__PLUS__uAgZw==&source=srp
Content Marketing Manager,LAKSH HUMAN RESOURCE,"website  ,  branding  ,  marketing  ,  campaigns  ,  content marketing  ,  social media",Gurgaon,"Job Description:
Gurgaon Content Marketing Manager Experience : 1 to 3 yrs Skills Required : Job Summary :  Creation and Marketing of Content with an ability to strategize and chalk out a viab... More Details",https://www.timesjobs.com/job-detail/content-marketing-manager-laksh-human-resource-gurgaon-1-to-3-yrs-jobid-Yb6JST14dhVzpSvf__PLUS__uAgZw==&source=srp
Executive  / Sr. Executive  /  Assistant Manager  /  Area Manager - Sales  &  Marketing,LAKSH HUMAN RESOURCE,"distributors  ,  assistant manager  ,  retailer  ,  area manager  ,  product launch  ,  retail  ,  sales  ,  market  ,  management  ,  sales  &  marketing  ,  product placement  ,  payment collection",Mumbai,"Job Description:
Mumbai Executive  / Sr. Executive  /  Assistant Manager  /  Area Manager - Sales  &  Marketing Experience : 2 to 12 yrs Skills Required : Job Summary :  Increase retail point ... More Details",https://www.timesjobs.com/job-detail/executive-sr-executive-assistant-manager-area-manager-sales-marketing-laksh-human-resource-mumbai-2-to-12-yrs-jobid-kveyu3KmRSVzpSvf__PLUS__uAgZw==&source=srp
Content Writer,LAKSH HUMAN RESOURCE,"Product Brochures  ,   User manuals  ,   Installation manuals  ,   web-site documentation",Mohali,"Job Description:
Mohali Content Writer Experience : 0 to 4 yrs Skills Required : Job Summary : Job Description:  ( Role in the organization and Key Responsibility Areas [KRA] )   Writing vario... More Details",https://www.timesjobs.com/job-detail/content-writer-laksh-human-resource-mohali-0-to-4-yrs-jobid-NtOBU19a955zpSvf__PLUS__uAgZw==&source=srp
Business Development  ( Assistant Manager ),LAKSH HUMAN RESOURCE,"assistant manager  ,  lead generation  ,  client relationships  ,  business development",Mumbai,"Job Description:
Mumbai Business Development  ( Assistant Manager )  Experience : 2.5 to 4 yrs Skills Required : Job Summary : Job Description Lead generation. Generating Leads and Opportuniti... More Details",https://www.timesjobs.com/job-detail/business-development-assistant-manager-laksh-human-resource-mumbai-5-to-8-yrs-jobid-1UiKtpl__PLUS__zgNzpSvf__PLUS__uAgZw==&source=srp
Technical Head,LAKSH HUMAN RESOURCE,"front end  ,  mentor  ,  it",Mumbai,"Job Description:
Khopoli Mumbai Technical Head Experience : 5 to 30 yrs Skills Required : Job Summary : This incumbent should have experience in manufacturing of Steel of special Grades. The i... More Details",https://www.timesjobs.com/job-detail/technical-head-laksh-human-resource-mumbai-5-to-7-yrs-jobid-__SLASH__XB69tF5mwJzpSvf__PLUS__uAgZw==&source=srp
Client Servicing   Production Manager,LAKSH HUMAN RESOURCE,"marketing  ,  digital media  ,  media planning","Delhi,  Delhi/NCR","Job Description:
Delhi Client Servicing   Production Manager Experience : 3 to 4 yrs Skills Required : Job Summary : Candidate will be required to work on pitches. This will include helping th... More Details",https://www.timesjobs.com/job-detail/client-servicing-production-manager-laksh-human-resource-delhi-delhi-ncr-3-to-4-yrs-jobid-N7qNMi06VB1zpSvf__PLUS__uAgZw==&source=srp
Tech Lead,LAKSH HUMAN RESOURCE,"technical design  ,  coding  ,  mentor  ,  technology  ,  it",Mumbai,"Job Description:
Mumbai Tech Lead Experience : 1 to 5 yrs Skills Required : Job Summary : Job Description Managing Tech Team and Tech Product. Must be able to design and implement solutions on... More Details",https://www.timesjobs.com/job-detail/tech-lead-laksh-human-resource-mumbai-1-to-5-yrs-jobid-bWriq0yRRERzpSvf__PLUS__uAgZw==&source=srp
Full Stack Developer,LAKSH HUMAN RESOURCE,"mvc framework  ,  rest  ,  mobile  ,  svn  ,  javascript  ,  sql  ,  nosql  ,  database  ,  java  ,  git  ,  php  ,  mysql  ,  object oriented programming","Delhi,  Delhi/NCR","Job Description:
Delhi Full Stack Developer Experience : 2 to 4 yrs Skills Required : Job Summary : Job Description Must Have:  Experience in Php ,  Java or Javascript  Experience with RESTful... More Details",https://www.timesjobs.com/job-detail/full-stack-developer-laksh-human-resource-delhi-delhi-ncr-2-to-4-yrs-jobid-sdjoeEqrwl9zpSvf__PLUS__uAgZw==&source=srp
Senior Physical Design Engineer,LAKSH HUMAN RESOURCE,"cmos  ,  physical design  ,  floor planning  ,  signal integrity  ,  cpu  ,  hardware",Noida/Greater Noida,"Job Description:
Santa Clara ,  CA Senior Physical Design Engineer Experience : 2 to 10 yrs Skills Required : Job Summary : Job Overview  /  Minimum Qualifications:  ( Hardware Digital: Physic... More Details",https://www.timesjobs.com/job-detail/senior-physical-design-engineer-laksh-human-resource-noida-greater-noida-2-to-10-yrs-jobid-__SLASH__kBZQkJaI__PLUS__xzpSvf__PLUS__uAgZw==&source=srp
Business Development Consultant,Boyen Haddin Consultants LLP,"marketing  ,  business development  ,  key accounts  ,  sales  ,  account management",Mumbai,"Job Description:
Job DetailCareer Level Junior LevelExperience In Years 4Job DescriptionJob Description:To be responsible for generating business in Human Resource.To be responsible for creati... More Details",https://www.timesjobs.com/job-detail/business-development-consultant-boyen-haddin-consultants-llp-mumbai-0-to-3-yrs-jobid-QuptV9pN67BzpSvf__PLUS__uAgZw==&source=srp
HEAD  CONTRACT LOGISTICS,BUSISOL SOURCING INDIA PVT. LTD,"logistics  ,  warehouse  ,  3pl  ,  contract logistics",Mumbai,"Job Description:
PRODUCT DEVELOPMENT -Promotes customer relations ,  acquires new business ,  develops the existing client base and leads the account management -Directs the business developme... More Details",https://www.timesjobs.com/job-detail/head-contract-logistics-busisol-sourcing-india-pvt-ltd-mumbai-12-to-15-yrs-jobid-BN1Zeaj3oNRzpSvf__PLUS__uAgZw==&source=srp
Sales Head,BUSISOL SOURCING INDIA PVT. LTD,"sales strategies  ,  business retention  ,  customer needs",Hyderabad/Secunderabad,"Job Description:
Responsibilities : 1. Development of sales strategies ,  defining target segments ,  values and propositions 2. Provide the region operation's team with daily guidance ,  lead... More Details",https://www.timesjobs.com/job-detail/sales-head-busisol-sourcing-india-pvt-ltd-hyderabad-secunderabad-14-to-17-yrs-jobid-5PyRQMIyoBRzpSvf__PLUS__uAgZw==&source=srp
Oracle Technical consultant,Depth Consulting Services,"workflow  ,  oracle technical  ,  discoverer reports  ,  xml reports  ,  d2k reports  ,  d2k forms  ,  consultant  ,  oaf  ,  oracle apps",Mumbai,"Job Description:
Job ProfileGood Knowledge on Oracle Apps ArchitectureModule orientation on Financials ,  Supply Chain Management  ( SCM )  ,  Manufacturing and Human Resource  ( HR ) Hands-on... More Details",https://www.timesjobs.com/job-detail/oracle-technical-consultant-depth-consulting-services-mumbai-2-to-4-yrs-jobid-0cQ4fehb5JdzpSvf__PLUS__uAgZw==&source=srp
Job Description - HR Generalist,Ctd Techs Private Limited,"hr coordinator  ,  hris  ,  hr administration  ,  interpersonal skills  ,  hr  ,  learning  ,  hr functions  ,  conflict management  ,  communication skills",Chennai,"Job Description:
Academic Essential : Bachelors degree in human resources or relatedNo. of years of experience : 3  years  ( 2 years of experience as an HR coordinator ) Key Responsibilities: ... More Details",https://www.timesjobs.com/job-detail/job-description-hr-generalist-ctd-techs-private-limited-chennai-3-to-6-yrs-jobid-QHOvnARUPOlzpSvf__PLUS__uAgZw==&source=srp
HR Executive,Manipal Hospitals Pvt Ltd,"talent acquisition  ,  recruitment  ,  employee onboarding  ,  hr  ,  compensation  ,  performance management  ,  team building  ,  employee performance  ,  training  &  development",Bengaluru / Bangalore,"Job Description:
Qualification: Master of Business Administration in HR.Experience: 3-10 YearsBrief Role:-Assist in talent acquisition and recruitment processesConduct employee onboarding and ... More Details",https://www.timesjobs.com/job-detail/hr-executive-manipal-hospitals-pvt-ltd-bengaluru-bangalore-3-to-10-yrs-jobid-JFgOCRs99xxzpSvf__PLUS__uAgZw==&source=srp
HR Executive,Dreamworth solutions,"screening  ,  exit formalities  ,  hr activities  ,  recruitment  ,  hr  ,  hr executive  ,  interview",Mumbai,"Job Description:
Screening and sourcing of potential candidates for open positions Short listing and Scheduling interviewsCoordinating with the candidate throughout the interview process Prepa... More Details",https://www.timesjobs.com/job-detail/hr-executive-dreamworth-solutions-mumbai-1-to-4-yrs-jobid-__PLUS__YQM2PQOCwhzpSvf__PLUS__uAgZw==&source=srp
